complexity,r,count_on_policy,count_off_policy,expression,traversal,nmse_test,nmse_test_noiseless,success
12,0.31251872133776815,0,1,[x1 + x2 - x3 + x4**2 - x5 - x6],"add,x1,sub,n2,x4,sub,add,x5,add,x3,x6,x2",3.1644089632835213,3.1644089632835213,False
13,0.7658709098328761,0,1,[-x3 + x4**2 - x5 - x6 + (x1 + x2)**2],"add,n2,add,x2,x1,sub,n2,x4,add,add,x5,x3,x6",2.504638660092513,2.504638660092513,False
15,0.9890218523510784,0,1,[x2**2 + x4**2 - cos(-x1 + x3 + x5 + x6)],"add,n2,x4,sub,n2,x2,cos,add,x6,sub,add,x5,x3,x1",0.21843802164712414,0.21843802164712414,False
16,0.9988712958387799,0,1,[x3**2 + x4**2 + x5**2 + x6**2 + (x1 + x2)**2],"add,n2,x6,add,add,n2,x4,n2,x5,add,n2,add,x1,x2,n2,x3",0.00020152774097869112,0.00020152774097869112,False
17,0.9993632492315065,0,1,[x1**2 + x2**2 + x3**2 + x4**2 + x5**2 + x6**2],"add,n2,x6,add,add,n2,x4,n2,x5,add,add,n2,x2,n2,x3,n2,x1",0.0,0.0,True
18,0.9994726451082384,0,1,[x3**2 + x4**2 + x5**2 + x6**2 + (x1 + 2*x2)**2],"add,n2,x6,add,add,n2,x4,n2,x5,add,n2,add,add,x1,x2,x2,n2,x3",0.0,0.0,True
19,0.99965086977625,0,1,[(x3**2 + x4**2 + x5**2 + x6**2 + (x1 + 2*x2)**2)**2],"n2,add,n2,x6,add,add,n2,x4,n2,x5,add,n2,add,add,x2,x1,x2,n2,x3",0.0,0.0,True
20,0.9998441983079304,0,1,[(x3**2 + x4**2 + x5**2 + x6**2 + (x1 + 2*x2)**2)**4],"n2,n2,add,n2,x6,add,add,n2,x4,n2,x5,add,n2,add,add,x1,x2,x2,n2,x3",0.0,0.0,True
