r_best,r_max,r_top,r_avg_full,r_avg_sub,l_avg_full,l_avg_sub,ewma,n_unique_full,n_unique_sub,n_novel_full,n_novel_sub,a_ent_full,a_ent_sub,invalid_avg_full,invalid_avg_sub,baseline,time
9.281749725341796875e-01,9.281749725341796875e-01,0.000000000000000000e+00,5.042989552021026611e-02,5.042989552021026611e-02,2.493636322021484375e+01,2.493636322021484375e+01,2.521494776010513306e-02,5.500000000000000000e+02,5.500000000000000000e+02,5.500000000000000000e+02,5.500000000000000000e+02,2.379274606704711914e+00,2.379274606704711914e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.521494776010513306e-02,7.287864379882812500e+02
9.918717741966247559e-01,9.918717741966247559e-01,0.000000000000000000e+00,8.688679337501525879e-02,8.688679337501525879e-02,2.641636276245117188e+01,2.641636276245117188e+01,5.605087056756019592e-02,5.500000000000000000e+02,5.500000000000000000e+02,5.500000000000000000e+02,5.500000000000000000e+02,2.320666551589965820e+00,2.320666551589965820e+00,9.090908803045749664e-03,9.090908803045749664e-03,5.605087056756019592e-02,1.484046875000000000e+03
9.918717741966247559e-01,9.864856004714965820e-01,0.000000000000000000e+00,8.855373412370681763e-02,8.855373412370681763e-02,2.654000091552734375e+01,2.654000091552734375e+01,7.230230420827865601e-02,5.500000000000000000e+02,5.500000000000000000e+02,5.500000000000000000e+02,5.500000000000000000e+02,2.145374059677124023e+00,2.145374059677124023e+00,8.909090608358383179e-02,8.909090608358383179e-02,7.230230420827865601e-02,2.286307373046875000e+03
9.918717741966247559e-01,9.388623833656311035e-01,0.000000000000000000e+00,6.481331586837768555e-02,6.481331586837768555e-02,2.794545364379882812e+01,2.794545364379882812e+01,6.855780631303787231e-02,5.500000000000000000e+02,5.500000000000000000e+02,5.500000000000000000e+02,5.500000000000000000e+02,2.196740388870239258e+00,2.196740388870239258e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.855780631303787231e-02,3.053195312500000000e+03
9.962137937545776367e-01,9.962137937545776367e-01,2.509082853794097900e-01,8.754292875528335571e-02,8.741635084152221680e-01,2.651091003417968750e+01,2.720000076293945312e+01,4.713606536388397217e-01,5.500000000000000000e+02,5.500000000000000000e+01,5.500000000000000000e+02,5.500000000000000000e+01,2.224457740783691406e+00,1.172260522842407227e+00,1.818181830458343029e-03,0.000000000000000000e+00,4.713606536388397217e-01,3.770084228515625000e+03
9.962137937545776367e-01,9.691597819328308105e-01,0.000000000000000000e+00,8.472612500190734863e-02,8.472612500190734863e-02,2.701818275451660156e+01,2.701818275451660156e+01,2.780433893203735352e-01,5.500000000000000000e+02,5.500000000000000000e+02,5.500000000000000000e+02,5.500000000000000000e+02,2.128178596496582031e+00,2.128178596496582031e+00,1.818181760609149933e-02,1.818181760609149933e-02,2.780433893203735352e-01,4.511949707031250000e+03
9.972876310348510742e-01,9.972876310348510742e-01,2.797237783670425415e-02,7.877501845359802246e-02,7.877502441406250000e-01,2.722363662719726562e+01,2.836363601684570312e+01,5.328968167304992676e-01,5.500000000000000000e+02,5.500000000000000000e+01,5.500000000000000000e+02,5.500000000000000000e+01,2.174605846405029297e+00,1.081962823867797852e+00,1.818181830458343029e-03,0.000000000000000000e+00,5.328968167304992676e-01,5.307357421875000000e+03
9.972876310348510742e-01,9.909486174583435059e-01,2.070020288228988647e-01,9.019079804420471191e-02,8.927630186080932617e-01,2.749090957641601562e+01,2.850909042358398438e+01,7.128299474716186523e-01,5.500000000000000000e+02,5.500000000000000000e+01,5.500000000000000000e+02,5.500000000000000000e+01,2.083530664443969727e+00,6.206896305084228516e-01,3.636363660916686058e-03,0.000000000000000000e+00,7.128299474716186523e-01,6.082273925781250000e+03
9.972876310348510742e-01,9.955457448959350586e-01,3.299581706523895264e-01,8.718375861644744873e-02,8.626992106437683105e-01,2.742727279663085938e+01,2.860000038146972656e+01,7.877645492553710938e-01,5.500000000000000000e+02,5.500000000000000000e+01,5.500000000000000000e+02,5.500000000000000000e+01,2.027965784072875977e+00,6.896551847457885742e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.877645492553710938e-01,6.745912109375000000e+03
9.972876310348510742e-01,9.648557305335998535e-01,2.427709475159645081e-02,8.343023061752319336e-02,8.343023061752319336e-01,2.893454551696777344e+01,2.852727317810058594e+01,8.110334277153015137e-01,5.500000000000000000e+02,5.500000000000000000e+01,5.500000000000000000e+02,5.500000000000000000e+01,1.681820273399353027e+00,5.862069129943847656e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.110334277153015137e-01,7.448552246093750000e+03
9.972876310348510742e-01,9.425976276397705078e-01,0.000000000000000000e+00,7.931399345397949219e-02,7.931399345397949219e-02,2.774909019470214844e+01,2.774909019470214844e+01,4.451737105846405029e-01,5.500000000000000000e+02,5.500000000000000000e+02,5.500000000000000000e+02,5.500000000000000000e+02,2.079050540924072266e+00,2.079050540924072266e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.451737105846405029e-01,8.049608886718750000e+03
9.972876310348510742e-01,9.733018279075622559e-01,0.000000000000000000e+00,7.583136111497879028e-02,7.583136111497879028e-02,2.790545463562011719e+01,2.790545463562011719e+01,2.605025470256805420e-01,5.500000000000000000e+02,5.500000000000000000e+02,5.500000000000000000e+02,5.500000000000000000e+02,2.100713014602661133e+00,2.100713014602661133e+00,1.090909074991941452e-02,1.090909074991941452e-02,2.605025470256805420e-01,8.879101562500000000e+03
9.972876310348510742e-01,9.834058880805969238e-01,1.141274124383926392e-01,8.711212873458862305e-02,8.703061938285827637e-01,2.829090881347656250e+01,2.872727203369140625e+01,5.654043555259704590e-01,5.500000000000000000e+02,5.500000000000000000e+01,5.500000000000000000e+02,5.500000000000000000e+01,2.154070615768432617e+00,7.891685962677001953e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.654043555259704590e-01,9.626892578125000000e+03
9.972876310348510742e-01,9.747870564460754395e-01,0.000000000000000000e+00,8.443216979503631592e-02,8.443216979503631592e-02,2.702909088134765625e+01,2.702909088134765625e+01,3.249182701110839844e-01,5.500000000000000000e+02,5.500000000000000000e+02,5.500000000000000000e+02,5.500000000000000000e+02,2.209300756454467773e+00,2.209300756454467773e+00,3.636363660916686058e-03,3.636363660916686058e-03,3.249182701110839844e-01,1.034273437500000000e+04
9.972876310348510742e-01,9.061935544013977051e-01,0.000000000000000000e+00,6.681168079376220703e-02,6.681168079376220703e-02,2.822181892395019531e+01,2.822181892395019531e+01,1.958649754524230957e-01,5.500000000000000000e+02,5.500000000000000000e+02,5.500000000000000000e+02,5.500000000000000000e+02,2.056003808975219727e+00,2.056003808975219727e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.958649754524230957e-01,1.117599511718750000e+04
